cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0001018724,Amazon,capex,2025,131819000000.0,2025-01-01,2025-12-31,0001018724-26-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/0001018724-26-000004-index.htm,PaymentsToAcquireProductiveAssets,0001018724:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,14081000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 11955000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001018724-20-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/0001018724-20-000004-index.htm"", ""perimetre_id"": ""0001018724:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 13427000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001018724-21-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/0001018724-21-000004-index.htm"", ""perimetre_id"": ""0001018724:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 16861000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001018724-22-000005"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/0001018724-22-000005-index.htm"", ""perimetre_id"": ""0001018724:capex:PaymentsToAcquireProductiveAssets""}]",9.361480008522122,comparable_sur_reference,
0001018724,Amazon,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001020569,Iron Mountain,chiffre_affaires,2025,6901737000.0,2025-01-01,2025-12-31,0001020569-26-000013,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001020569:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,,0,,,False,[],,recent_non_reconcilie,Foncière : revenu total non réconcilié avec les loyers
0001020569,Iron Mountain,capex,2025,2271628000.0,2025-01-01,2025-12-31,0001020569-26-000013,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001020569:capex:PaymentsToAcquirePropertyPlantAndEquipment,2024,1,,2024-01-01/2024-12-31,True,"[{""annee"": 2024, ""valeur"": 1791564000.0, ""debut"": ""2024-01-01"", ""fin"": ""2024-12-31"", ""depot"": ""0001020569-26-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm"", ""perimetre_id"": ""0001020569:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",,historique_comparable_insuffisant,
0001020569,Iron Mountain,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001022671,Steel Dynamics,chiffre_affaires,2025,18176581000.0,2025-01-01,2025-12-31,0001104659-26-021395,https://www.sec.gov/Archives/edgar/data/1022671/000110465926021395/0001104659-26-021395-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001022671:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2021;2022,2,20334812000.0,2021-01-01/2021-12-31;2022-01-01/2022-12-31,True,"[{""annee"": 2021, ""valeur"": 18408850000.0, ""debut"": ""2021-01-01"", ""fin"": ""2021-12-31"", ""depot"": ""0001558370-24-002152"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1022671/000155837024002152/0001558370-24-002152-index.htm"", ""perimetre_id"": ""0001022671:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2022, ""valeur"": 22260774000.0, ""debut"": ""2022-01-01"", ""fin"": ""2022-12-31"", ""depot"": ""0001558370-25-001886"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1022671/000155837025001886/0001558370-25-001886-index.htm"", ""perimetre_id"": ""0001022671:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",0.893865210064396,comparable_sur_repli,
0001022671,Steel Dynamics,capex,2025,948025000.0,2025-01-01,2025-12-31,0001104659-26-021395,https://www.sec.gov/Archives/edgar/data/1022671/000110465926021395/0001104659-26-021395-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001022671:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,285423333.3333333,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 164935000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001558370-20-001641"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1022671/000155837020001641/0001558370-20-001641-index.htm"", ""perimetre_id"": ""0001022671:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 239390000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001558370-21-002129"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1022671/000155837021002129/0001558370-21-002129-index.htm"", ""perimetre_id"": ""0001022671:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 451945000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001558370-22-002377"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1022671/000155837022002377/0001558370-22-002377-index.htm"", ""perimetre_id"": ""0001022671:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",3.321469863477642,comparable_sur_reference,
0001022671,Steel Dynamics,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001031296,FirstEnergy,chiffre_affaires,2025,15090000000.0,2025-01-01,2025-12-31,0001031296-26-000046,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm,Revenues,0001031296:chiffre_affaires:Revenues,2014;2015,2,15037500000.0,2014-01-01/2014-12-31;2015-01-01/2015-12-31,True,"[{""annee"": 2014, ""valeur"": 15049000000.0, ""debut"": ""2014-01-01"", ""fin"": ""2014-12-31"", ""depot"": ""0001031296-17-000015"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1031296/000103129617000015/0001031296-17-000015-index.htm"", ""perimetre_id"": ""0001031296:chiffre_affaires:Revenues""}, {""annee"": 2015, ""valeur"": 15026000000.0, ""debut"": ""2015-01-01"", ""fin"": ""2015-12-31"", ""depot"": ""0001031296-18-000015"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1031296/000103129618000015/0001031296-18-000015-index.htm"", ""perimetre_id"": ""0001031296:chiffre_affaires:Revenues""}]",1.003491271820449,comparable_sur_repli,
0001031296,FirstEnergy,capex,2025,4705000000.0,2025-01-01,2025-12-31,0001031296-26-000046,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm,PaymentsToAcquireProductiveAssets,0001031296:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,2642333333.3333335,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 2587000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001031296-20-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1031296/000103129620000008/0001031296-20-000008-index.htm"", ""perimetre_id"": ""0001031296:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 2675000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001031296-21-000020"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1031296/000103129621000020/0001031296-21-000020-index.htm"", ""perimetre_id"": ""0001031296:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 2665000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001031296-22-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1031296/000103129622000013/0001031296-22-000013-index.htm"", ""perimetre_id"": ""0001031296:capex:PaymentsToAcquireProductiveAssets""}]",1.7806231865775197,comparable_sur_reference,
0001031296,FirstEnergy,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001032208,Sempra,chiffre_affaires,2025,13702000000.0,2025-01-01,2025-12-31,0001032208-26-000010,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,RegulatedAndUnregulatedOperatingRevenue,0001032208:chiffre_affaires:RegulatedAndUnregulatedOperatingRevenue,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
0001032208,Sempra,capex,2025,10612000000.0,2025-01-01,2025-12-31,0001032208-26-000010,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000010/0001032208-26-000010-index.htm,PaymentsToAcquireProductiveAssets,0001032208:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,3652333333.3333335,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 3705000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001032208-20-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1032208/000103220820000006/0001032208-20-000006-index.htm"", ""perimetre_id"": ""0001032208:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 3544000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001032208-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1032208/000103220821000007/0001032208-21-000007-index.htm"", ""perimetre_id"": ""0001032208:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 3708000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001032208-22-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1032208/000103220822000007/0001032208-22-000007-index.htm"", ""perimetre_id"": ""0001032208:capex:PaymentsToAcquireProductiveAssets""}]",2.905539837546774,comparable_sur_reference,
0001032208,Sempra,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001035983,Comfort Systems USA,chiffre_affaires,2025,9101641000.0,2025-01-01,2025-12-31,0001104659-26-017530,https://www.sec.gov/Archives/edgar/data/1035983/000110465926017530/0001104659-26-017530-index.htm,Revenues,0001035983:chiffre_affaires:Revenues,2016;2017,2,1711131000.0,2016-01-01/2016-12-31;2017-01-01/2017-12-31,True,"[{""annee"": 2016, ""valeur"": 1634340000.0, ""debut"": ""2016-01-01"", ""fin"": ""2016-12-31"", ""depot"": ""0001558370-19-000857"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1035983/000155837019000857/0001558370-19-000857-index.htm"", ""perimetre_id"": ""0001035983:chiffre_affaires:Revenues""}, {""annee"": 2017, ""valeur"": 1787922000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001558370-20-001491"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1035983/000155837020001491/0001558370-20-001491-index.htm"", ""perimetre_id"": ""0001035983:chiffre_affaires:Revenues""}]",5.319079018497122,comparable_sur_repli,
0001035983,Comfort Systems USA,capex,2025,154903000.0,2025-01-01,2025-12-31,0001104659-26-017530,https://www.sec.gov/Archives/edgar/data/1035983/000110465926017530/0001104659-26-017530-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001035983:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,31495000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 35467000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001558370-20-001491"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1035983/000155837020001491/0001558370-20-001491-index.htm"", ""perimetre_id"": ""0001035983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 27268000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001558370-21-001828"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1035983/000155837021001828/0001558370-21-001828-index.htm"", ""perimetre_id"": ""0001035983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 31750000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001558370-22-001753"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1035983/000155837022001753/0001558370-22-001753-index.htm"", ""perimetre_id"": ""0001035983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",4.91833624384823,comparable_sur_reference,
0001035983,Comfort Systems USA,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001037868,Ametek,chiffre_affaires,2025,7401116000.0,2025-01-01,2025-12-31,0001037868-26-000016,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001037868:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2022;2023,2,6373740000.0,2022-01-01/2022-12-31;2023-01-01/2023-12-31,True,"[{""annee"": 2022, ""valeur"": 6150530000.0, ""debut"": ""2022-01-01"", ""fin"": ""2022-12-31"", ""depot"": ""0001037868-25-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786825000012/0001037868-25-000012-index.htm"", ""perimetre_id"": ""0001037868:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2023, ""valeur"": 6596950000.0, ""debut"": ""2023-01-01"", ""fin"": ""2023-12-31"", ""depot"": ""0001037868-26-000016"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm"", ""perimetre_id"": ""0001037868:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.1611888781155177,comparable_sur_repli,
0001037868,Ametek,capex,2025,130248000.0,2025-01-01,2025-12-31,0001037868-26-000016,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001037868:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,86498666.66666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 75074000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-043133"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000119312520043133/0001193125-20-043133-index.htm"", ""perimetre_id"": ""0001037868:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 82076000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001037868-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786821000007/0001037868-21-000007-index.htm"", ""perimetre_id"": ""0001037868:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 102346000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001037868-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786822000009/0001037868-22-000009-index.htm"", ""perimetre_id"": ""0001037868:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.5057804359219409,comparable_sur_reference,
0001037868,Ametek,rd,2025,236100000.0,2025-01-01,2025-12-31,0001037868-26-000016,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/0001037868-26-000016-index.htm,ResearchAndDevelopmentExpense,0001037868:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,144433333.33333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 130400000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-043133"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000119312520043133/0001193125-20-043133-index.htm"", ""perimetre_id"": ""0001037868:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 141000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001037868-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786821000007/0001037868-21-000007-index.htm"", ""perimetre_id"": ""0001037868:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 161900000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001037868-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1037868/000103786822000009/0001037868-22-000009-index.htm"", ""perimetre_id"": ""0001037868:rd:ResearchAndDevelopmentExpense""}]",1.6346642049388413,comparable_sur_reference,
0001045609,Prologis,chiffre_affaires,2025,8790127000.0,2025-01-01,2025-12-31,0001193125-26-051453,https://www.sec.gov/Archives/edgar/data/1045609/000119312526051453/0001193125-26-051453-index.htm,Revenues,0001045609:chiffre_affaires:Revenues,2017;2018;2019,3,2917734666.6666665,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 2618134000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001564590-20-004096"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045609/000156459020004096/0001564590-20-004096-index.htm"", ""perimetre_id"": ""0001045609:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 2804449000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001564590-21-005312"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045609/000156459021005312/0001564590-21-005312-index.htm"", ""perimetre_id"": ""0001045609:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 3330621000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001564590-22-004436"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045609/000156459022004436/0001564590-22-004436-index.htm"", ""perimetre_id"": ""0001045609:chiffre_affaires:Revenues""}]",3.0126546805032763,comparable_sur_reference,
0001045609,Prologis,capex,2025,2781260000.0,2025-01-01,2025-12-31,0001193125-26-051453,https://www.sec.gov/Archives/edgar/data/1045609/000119312526051453/0001193125-26-051453-index.htm,PaymentsToDevelopRealEstateAssets,0001045609:capex:PaymentsToDevelopRealEstateAssets,,0,,,False,[],,recent_non_reconcilie,Postes de dépenses non équivalents ; préférence non réconciliée
0001045609,Prologis,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001045810,Nvidia,chiffre_affaires,2025,215938000000.0,2025-01-27,2026-01-25,0001045810-26-000021,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,Revenues,NVDA:revenu_consolide_etiquettes_rapprochees,2017;2018;2019,3,10782666666.666666,2017-01-30/2018-01-28;2018-01-29/2019-01-27;2019-01-28/2020-01-26,False,"[{""annee"": 2017, ""valeur"": 9714000000.0, ""debut"": ""2017-01-30"", ""fin"": ""2018-01-28"", ""depot"": ""0001045810-20-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/0001045810-20-000010-index.htm"", ""perimetre_id"": ""NVDA:revenu_consolide_etiquettes_rapprochees""}, {""annee"": 2018, ""valeur"": 11716000000.0, ""debut"": ""2018-01-29"", ""fin"": ""2019-01-27"", ""depot"": ""0001045810-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/0001045810-21-000010-index.htm"", ""perimetre_id"": ""NVDA:revenu_consolide_etiquettes_rapprochees""}, {""annee"": 2019, ""valeur"": 10918000000.0, ""debut"": ""2019-01-28"", ""fin"": ""2020-01-26"", ""depot"": ""0001045810-22-000036"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/0001045810-22-000036-index.htm"", ""perimetre_id"": ""NVDA:revenu_consolide_etiquettes_rapprochees""}]",20.026400395696797,comparable_sur_reference,"Je rapproche les deux étiquettes du revenu consolidé NVIDIA. Le compte de résultat 2020 reprend 9714, 11716 et 10918 M$ pour les clôtures 2018, 2019 et 2020. Dans le rapport 2022, Revenues et RevenueFromContractWithCustomerExcludingAssessedTax portent exactement les mêmes contextes consolidés et montants 10918, 16675 et 26914 M$ pour les clôtures 2020, 2021 et 2022. Cette preuve autorise le raccord de notion ; elle ne neutralise pas les acquisitions économiques et ne s'étend pas automatiquement aux autres sociétés ou aux futurs exercices."
0001045810,Nvidia,capex,2025,6042000000.0,2025-01-27,2026-01-25,0001045810-26-000021,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,PaymentsToAcquireProductiveAssets,0001045810:capex:PaymentsToAcquireProductiveAssets,2021;2022,2,1404500000.0,2021-02-01/2022-01-30;2022-01-31/2023-01-29,True,"[{""annee"": 2021, ""valeur"": 976000000.0, ""debut"": ""2021-02-01"", ""fin"": ""2022-01-30"", ""depot"": ""0001045810-24-000029"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/0001045810-24-000029-index.htm"", ""perimetre_id"": ""0001045810:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2022, ""valeur"": 1833000000.0, ""debut"": ""2022-01-31"", ""fin"": ""2023-01-29"", ""depot"": ""0001045810-25-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/0001045810-25-000023-index.htm"", ""perimetre_id"": ""0001045810:capex:PaymentsToAcquireProductiveAssets""}]",4.30188679245283,comparable_sur_repli,Vérification API du 5 septembre 2026 : les achats PP&E annuels 10-K s'arrêtent en 2011 et PaymentsToAcquireProductiveAssets débute en 2021. L'absence 2014-2020 n'est pas un capex nul ; aucun chiffre n'est imputé.
0001045810,Nvidia,rd,2025,18497000000.0,2025-01-27,2026-01-25,0001045810-26-000021,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm,ResearchAndDevelopmentExpense,0001045810:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,2334000000.0,2017-01-30/2018-01-28;2018-01-29/2019-01-27;2019-01-28/2020-01-26,False,"[{""annee"": 2017, ""valeur"": 1797000000.0, ""debut"": ""2017-01-30"", ""fin"": ""2018-01-28"", ""depot"": ""0001045810-20-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/0001045810-20-000010-index.htm"", ""perimetre_id"": ""0001045810:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 2376000000.0, ""debut"": ""2018-01-29"", ""fin"": ""2019-01-27"", ""depot"": ""0001045810-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/0001045810-21-000010-index.htm"", ""perimetre_id"": ""0001045810:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 2829000000.0, ""debut"": ""2019-01-28"", ""fin"": ""2020-01-26"", ""depot"": ""0001045810-22-000036"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/0001045810-22-000036-index.htm"", ""perimetre_id"": ""0001045810:rd:ResearchAndDevelopmentExpense""}]",7.925021422450729,comparable_sur_reference,
0001050915,Quanta Services,chiffre_affaires,2025,28479697000.0,2025-01-01,2025-12-31,0001050915-26-000006,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/0001050915-26-000006-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001050915:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,10916684666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 9466478000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001050915-20-000020"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/0001050915-20-000020-index.htm"", ""perimetre_id"": ""0001050915:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 11171423000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001050915-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091521000009/0001050915-21-000009-index.htm"", ""perimetre_id"": ""0001050915:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 12112153000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001050915-22-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091522000008/0001050915-22-000008-index.htm"", ""perimetre_id"": ""0001050915:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",2.6088229045362796,comparable_sur_reference,
0001050915,Quanta Services,capex,2025,609154000.0,2025-01-01,2025-12-31,0001050915-26-000006,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/0001050915-26-000006-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001050915:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,266669333.33333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 244651000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001050915-20-000020"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/0001050915-20-000020-index.htm"", ""perimetre_id"": ""0001050915:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 293595000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001050915-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091521000009/0001050915-21-000009-index.htm"", ""perimetre_id"": ""0001050915:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 261762000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001050915-22-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1050915/000105091522000008/0001050915-22-000008-index.htm"", ""perimetre_id"": ""0001050915:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",2.2843046569534304,comparable_sur_reference,
0001050915,Quanta Services,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001053507,American Tower,chiffre_affaires,2025,10644600000.0,2025-01-01,2025-12-31,0001053507-26-000035,https://www.sec.gov/Archives/edgar/data/1053507/000105350726000035/0001053507-26-000035-index.htm,Revenues,0001053507:chiffre_affaires:Revenues,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
