cik,nom,symboles,secteur,canal,degre,annee_recente,fin_exercice_recent,ca_md,mult_ventes,base_annees_ventes,base_periodes_ventes,base_n_ventes,base_repli_ventes,statut_ventes,fin_ventes,source_ventes,capex_md,mult_capex,base_annees_capex,base_periodes_capex,base_n_capex,base_repli_capex,statut_capex,fin_capex,source_capex,rd_md,mult_recherche,base_annees_recherche,base_periodes_recherche,base_n_recherche,base_repli_recherche,statut_recherche,fin_recherche,source_recherche,nb_multiples,couverture_comptes,motif_couverture,base_repli_utilisee,mult_depenses,corroboration
0000093410,Chevron Corporation,CVX,Energy,fournit,non_quantifie,2025,2025-12-31,189.031,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,17.347,1.2597066227730442,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,0.427,0.9242424242424242,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,2,observation partielle,chiffre_affaires: recent_non_reconcilie,,1.2597066227730442,progression inferieure au seuil
0000936395,Ciena,CIEN,Information Technology,vend,non_quantifie,2025,2025-11-01,4.769507,1.4309056874179937,2018;2019,2017-11-01/2018-11-03;2018-11-04/2019-11-02,2,,comparable_sur_reference,2025-11-01,https://www.sec.gov/Archives/edgar/data/936395/000162828025056698/0001628280-25-056698-index.htm,0.140801,1.8790586979247759,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-11-03;2018-11-04/2019-11-02,3,,comparable_sur_reference,2025-11-01,https://www.sec.gov/Archives/edgar/data/936395/000162828025056698/0001628280-25-056698-index.htm,0.848329,1.6798239245111655,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-11-03;2018-11-04/2019-11-02,3,,comparable_sur_reference,2025-11-01,https://www.sec.gov/Archives/edgar/data/936395/000162828025056698/0001628280-25-056698-index.htm,3,trois mesures comparables,,,1.8790586979247759,progression inferieure au seuil
0000858877,Cisco,CSCO,Information Technology,vend,non_quantifie,2026,2026-07-25,63.325,1.251061896200881,2018;2019,2017-07-30/2018-07-28;2018-07-29/2019-07-27,2,,comparable_sur_reference,2026-07-25,https://www.sec.gov/Archives/edgar/data/858877/000085887726000132/0000858877-26-000132-index.htm,1.41,1.5626154414480975,2017;2018;2019,2016-07-31/2017-07-29;2017-07-30/2018-07-28;2018-07-29/2019-07-27,3,,comparable_sur_reference,2026-07-25,https://www.sec.gov/Archives/edgar/data/858877/000085887726000132/0000858877-26-000132-index.htm,9.563,1.5124947279628849,2017;2018;2019,2016-07-31/2017-07-29;2017-07-30/2018-07-28;2018-07-29/2019-07-27,3,,comparable_sur_reference,2026-07-25,https://www.sec.gov/Archives/edgar/data/858877/000085887726000132/0000858877-26-000132-index.htm,3,trois mesures comparables,,,1.5626154414480975,progression inferieure au seuil
0001868275,Constellation Energy,CEG,Utilities,fournit,non_quantifie,2025,2025-12-31,25.533,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/1868275/000186827526000032/0001868275-26-000032-index.htm,2.949,1.9174252275682704,2020;2021,2020-01-01/2020-12-31;2021-01-01/2021-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1868275/000186827526000032/0001868275-26-000032-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,oui,1.9174252275682704,progression inferieure au seuil
0000024741,Corning Inc.,GLW,Information Technology,vend,non_quantifie,2025,2025-12-31,15.629,1.4247470296879274,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,1.282,0.8506967485069675,2020;2021,2020-01-01/2020-12-31;2021-01-01/2021-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,0.8,1.0452961672473866,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,3,trois mesures comparables,,oui,1.0452961672473866,progression inferieure au seuil
0000026172,Cummins,CMI,Industrials,fournit,non_quantifie,2025,2025-12-31,33.67,1.490482514386897,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,1.235,1.9347258485639685,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,1.396,1.5762137749341363,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,3,trois mesures comparables,,,1.9347258485639685,progression inferieure au seuil
0000936340,DTE Energy,DTE,Utilities,fournit,non_quantifie,2025,2025-12-31,15.814,1.216867160848488,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/0000936340-26-000054-index.htm,,,,,0,,valeur_recente_manquante,,,,,,,0,,valeur_recente_manquante,,,1,observation partielle,capex: valeur_recente_manquante ; rd: valeur_recente_manquante,,,progression inferieure au seuil
0000029905,Dover Corporation,DOV,Industrials,fournit,non_quantifie,2025,2025-12-31,8.092571,1.1455656875474882,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,0.220263,1.2518120128972126,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,0.165342,1.1966101040706734,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,3,trois mesures comparables,,,1.2518120128972126,progression inferieure au seuil
0001751788,Dow Inc.,DOW,Materials,vend,non_quantifie,2025,2025-12-31,39.968,0.8636594457349684,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/0001751788-26-000018-index.htm,2.479,1.0842688438547892,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/0001751788-26-000018-index.htm,0.752,0.9527027027027026,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/0001751788-26-000018-index.htm,3,trois mesures comparables,,,1.0842688438547892,progression inferieure au seuil
0001326160,Duke Energy,DUK,Utilities,fournit,non_quantifie,2025,2025-12-31,32.237,1.3218205426091711,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/0001326160-26-000014-index.htm,14.024,1.4729545215838673,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/0001326160-26-000014-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.4729545215838673,progression inferieure au seuil
0001551182,Eaton Corporation,ETN,Industrials,fournit,non_quantifie,2025,2025-12-31,27.448,1.2987398072646406,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/0001551182-26-000007-index.htm,0.919,1.6489234449760763,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/0001551182-26-000007-index.htm,0.797,1.3478015783540023,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/0001551182-26-000007-index.htm,3,trois mesures comparables,,,1.6489234449760763,progression inferieure au seuil
0000031462,Ecolab,ECL,Materials,vend,non_quantifie,2025,2025-12-31,16.0812,1.2977029627866252,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,1.0483,1.322164298326747,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,0.202,1.0376712328767124,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,3,trois mesures comparables,,,1.322164298326747,progression inferieure au seuil
0000815556,Fastenal,FAST,Industrials,fournit,non_quantifie,2025,2025-12-31,8.2005,1.6747904937607647,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/815556/000081555626000009/0000815556-26-000009-index.htm,0.2453,1.3562476962771841,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/815556/000081555626000009/0000815556-26-000009-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.3562476962771841,progression inferieure au seuil
0001031296,FirstEnergy,FE,Utilities,fournit,non_quantifie,2025,2025-12-31,15.09,1.003491271820449,2014;2015,2014-01-01/2014-12-31;2015-01-01/2015-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm,4.705,1.7806231865775197,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,1.7806231865775197,progression inferieure au seuil
0000866374,Flex Ltd.,FLEX,Information Technology,fournit,non_quantifie,2025,2026-03-31,27.914,1.103870915516465,2017;2018;2019,2017-04-01/2018-03-31;2018-04-01/2019-03-31;2019-04-01/2020-03-31,3,,comparable_sur_reference,2026-03-31,https://www.sec.gov/Archives/edgar/data/866374/000086637426000012/0000866374-26-000012-index.htm,0.633,1.085144717390944,2017;2018;2019,2017-04-01/2018-03-31;2018-04-01/2019-03-31;2019-04-01/2020-03-31,3,,comparable_sur_reference,2026-03-31,https://www.sec.gov/Archives/edgar/data/866374/000086637426000012/0000866374-26-000012-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.085144717390944,progression inferieure au seuil
0000040533,General Dynamics,GD,Industrials,fournit,non_quantifie,2025,2025-12-31,52.55,1.3912606065419695,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/0000040533-26-000006-index.htm,1.161,1.6546318289786224,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/0000040533-26-000006-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.6546318289786224,progression inferieure au seuil
0000045012,Halliburton,HAL,Energy,fournit,non_quantifie,2025,2025-12-31,22.184,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,1.254,0.7632379793061473,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,0.411,1.0684575389948006,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,2,observation partielle,chiffre_affaires: recent_non_reconcilie,,1.0684575389948006,progression inferieure au seuil
0001645590,Hewlett Packard Enterprise,HPE,Information Technology,vend,non_quantifie,2025,2025-10-31,34.296,1.222303401821195,2019;2020,2018-11-01/2019-10-31;2019-11-01/2020-10-31,2,oui,comparable_sur_repli,2025-10-31,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/0001645590-25-000130-index.htm,2.292,0.7683540060341938,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/0001645590-25-000130-index.htm,2.518,1.511102220444089,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/0001645590-25-000130-index.htm,3,trois mesures comparables,,oui,1.511102220444089,progression inferieure au seuil
0000048898,Hubbell Incorporated,HUBB,Industrials,fournit,non_quantifie,2025,2025-12-31,5.8446,1.449421762240537,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/48898/000162828026007500/0001628280-26-007500-index.htm,0.1551,1.771896420411272,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/48898/000162828026007500/0001628280-26-007500-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.771896420411272,progression inferieure au seuil
0000051143,IBM,IBM,Information Technology,vend,non_quantifie,2025,2025-12-31,67.535,0.9837223699064127,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/0000051143-26-000010-index.htm,1.091,0.36734006734006736,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/0000051143-26-000010-index.htm,8.316,1.4780496474909652,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/0000051143-26-000010-index.htm,3,trois mesures comparables,,,1.4780496474909652,progression inferieure au seuil
0000832101,IDEX Corporation,IEX,Industrials,fournit,non_quantifie,2025,2025-12-31,3.4575,1.389037869812501,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/832101/000083210126000003/0000832101-26-000003-index.htm,0.0636,1.2648577697932342,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/832101/000083210126000003/0000832101-26-000003-index.htm,0.07,1.430517711171662,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/832101/000083210126000003/0000832101-26-000003-index.htm,3,trois mesures comparables,,,1.430517711171662,progression inferieure au seuil
0000050863,Intel,INTC,Information Technology,vend,non_quantifie,2025,2025-12-27,52.853,0.7712988996663003,2017;2018;2019,2017-01-01/2017-12-30;2017-12-31/2018-12-29;2018-12-30/2019-12-28,3,,comparable_sur_reference,2025-12-27,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm,14.646,1.0177429815621237,2017;2018;2019,2017-01-01/2017-12-30;2017-12-31/2018-12-29;2018-12-30/2019-12-28,3,,comparable_sur_reference,2025-12-27,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm,13.774,1.0346019028542814,2017;2018;2019,2017-01-01/2017-12-30;2017-12-31/2018-12-29;2018-12-30/2019-12-28,3,,comparable_sur_reference,2025-12-27,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm,3,trois mesures comparables,,,1.0346019028542814,progression inferieure au seuil
0000898293,Jabil,JBL,Information Technology,fournit,non_quantifie,2025,2025-08-31,29.802,1.2075018269330038,2018;2020,2017-09-01/2018-08-31;2019-09-01/2020-08-31,2,oui,comparable_sur_repli,2025-08-31,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/0001628280-25-045293-index.htm,0.468,0.5090394382292969,2017;2018;2019,2016-09-01/2017-08-31;2017-09-01/2018-08-31;2018-09-01/2019-08-31,3,,comparable_sur_reference,2025-08-31,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/0001628280-25-045293-index.htm,0.026,0.7013694688475061,2017;2018;2019,2016-09-01/2017-08-31;2017-09-01/2018-08-31;2018-09-01/2019-08-31,3,,comparable_sur_reference,2025-08-31,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/0001628280-25-045293-index.htm,3,trois mesures comparables,,oui,0.7013694688475061,progression inferieure au seuil
0000833444,Johnson Controls,JCI,Industrials,fournit,non_quantifie,2025,2025-09-30,23.596,1.0195959814194664,2019;2020,2018-10-01/2019-09-30;2019-10-01/2020-09-30,2,oui,comparable_sur_repli,2025-09-30,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/0000833444-25-000097-index.htm,0.434,0.6539427423405324,2017;2018;2019,2016-10-01/2017-09-30;2017-10-01/2018-09-30;2018-10-01/2019-09-30,3,,comparable_sur_reference,2025-09-30,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/0000833444-25-000097-index.htm,0.273,0.875,2017;2018;2019,2016-10-01/2017-09-30;2017-10-01/2018-09-30;2018-10-01/2019-09-30,3,,comparable_sur_reference,2025-09-30,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/0000833444-25-000097-index.htm,3,trois mesures comparables,,oui,0.875,progression inferieure au seuil
0001601046,Keysight Technologies,KEYS,Information Technology,fournit,non_quantifie,2025,2025-10-31,5.375,1.2611450023463162,2019;2020,2018-11-01/2019-10-31;2019-11-01/2020-10-31,2,oui,comparable_sur_repli,2025-10-31,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/0001601046-25-000127-index.htm,0.128,1.1851851851851851,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/0001601046-25-000127-index.htm,1.007,1.6608026388125343,2017;2018;2019,2016-11-01/2017-10-31;2017-11-01/2018-10-31;2018-11-01/2019-10-31,3,,comparable_sur_reference,2025-10-31,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/0001601046-25-000127-index.htm,3,trois mesures comparables,,oui,1.6608026388125343,progression inferieure au seuil
0001069202,Lennox International,LII,Industrials,fournit,non_quantifie,2025,2025-12-31,5.1953,1.3516872349467075,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,0.1188,1.1915747241725176,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,0.1034,1.4381084840055633,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,3,trois mesures comparables,,,1.4381084840055633,progression inferieure au seuil
0000916076,Martin Marietta Materials,MLM,Materials,fournit,non_quantifie,2025,2025-12-31,6.15,1.3691920653650065,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/916076/000119312526059193/0001193125-26-059193-index.htm,0.807,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/916076/000119312526059193/0001193125-26-059193-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,capex: recent_non_reconcilie ; rd: valeur_recente_manquante,,,progression inferieure au seuil
0001835632,Marvell Technology,MRVL,Information Technology,vend,non_quantifie,2025,2026-01-31,8.1946,1.434214556369396,2022;2023,2022-01-30/2023-01-28;2023-01-29/2024-02-03,2,oui,comparable_sur_repli,2026-01-31,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/0001835632-26-000011-index.htm,0.3541,1.3054377880184331,2022;2023,2022-01-30/2023-01-28;2023-01-29/2024-02-03,2,oui,comparable_sur_repli,2026-01-31,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/0001835632-26-000011-index.htm,2.0752,1.1276728705338948,2022;2023,2022-01-30/2023-01-28;2023-01-29/2024-02-03,2,oui,comparable_sur_repli,2026-01-31,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/0001835632-26-000011-index.htm,3,trois mesures comparables,,oui,1.3054377880184331,progression inferieure au seuil
0000827054,Microchip Technology,MCHP,Information Technology,vend,non_quantifie,2025,2026-03-31,4.7131,0.9681468040672395,2017;2018;2019,2017-04-01/2018-03-31;2018-04-01/2019-03-31;2019-04-01/2020-03-31,3,,comparable_sur_reference,2026-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/0000827054-26-000016-index.htm,0.0911,1.1373283395755305,2019;2020,2019-04-01/2020-03-31;2020-04-01/2021-03-31,2,oui,comparable_sur_repli,2026-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/0000827054-26-000016-index.htm,1.0859,1.4586281006537118,2017;2018;2019,2017-04-01/2018-03-31;2018-04-01/2019-03-31;2019-04-01/2020-03-31,3,,comparable_sur_reference,2026-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/0000827054-26-000016-index.htm,3,trois mesures comparables,,oui,1.4586281006537118,progression inferieure au seuil
0001002047,NetApp,NTAP,Information Technology,vend,non_quantifie,2025,2026-04-24,6.925,,,,0,,recent_non_reconcilie,2026-04-24,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/0001193125-26-259683-index.htm,0.198,1.343891402714932,2017;2018;2019,2017-04-29/2018-04-27;2018-04-28/2019-04-26;2019-04-27/2020-04-24,3,,comparable_sur_reference,2026-04-24,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/0001193125-26-259683-index.htm,0.991,1.21001221001221,2017;2018;2019,2017-04-29/2018-04-27;2018-04-28/2019-04-26;2019-04-27/2020-04-24,3,,comparable_sur_reference,2026-04-24,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/0001193125-26-259683-index.htm,2,observation partielle,chiffre_affaires: recent_non_reconcilie,,1.343891402714932,progression inferieure au seuil
0001111711,NiSource,NI,Utilities,fournit,non_quantifie,2025,2025-12-31,6.5228,1.2987804270994077,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1111711/000111171126000027/0001111711-26-000027-index.htm,2.7823,1.570028590775713,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1111711/000111171126000027/0001111711-26-000027-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,1.570028590775713,progression inferieure au seuil
0001097864,ON Semiconductor,ON,Information Technology,vend,non_quantifie,2025,2025-12-31,5.9954,1.0618030260990714,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,0.3412,0.7123669009673602,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,0.5836,0.9281662513916132,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,3,trois mesures comparables,,,0.9281662513916132,progression inferieure au seuil
0000922224,PPL Corporation,PPL,Utilities,fournit,non_quantifie,2025,2025-12-31,9.17,,,,0,,recent_non_reconcilie,2025-12-31,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/0000922224-26-000008-index.htm,4.03,1.4035291386115625,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/0000922224-26-000008-index.htm,,,,,0,,valeur_recente_manquante,,,1,observation partielle,chiffre_affaires: recent_non_reconcilie ; rd: valeur_recente_manquante,,1.4035291386115625,progression inferieure au seuil
